order_date,sku_id,location,quantity
2025-05-12,banana789,Bangalore,64
2025-05-13,mango123,Mumbai,70
2025-05-13,mango123,Delhi,29
2025-05-13,mango123,Bangalore,63
2025-05-13,apple456,Mumbai,92
2025-05-13,apple456,Delhi,100
2025-05-13,apple456,Bangalore,82
2025-05-13,banana789,Mumbai,68
2025-05-13,banana789,Delhi,63
2025-05-13,banana789,Bangalore,55
2025-05-14,mango123,Mumbai,77
2025-05-14,mango123,Delhi,61
2025-05-14,mango123,Bangalore,54
2025-05-14,apple456,Mumbai,114
2025-05-14,apple456,Delhi,125
2025-05-14,apple456,Bangalore,94
2025-05-14,banana789,Mumbai,73
2025-05-14,banana789,Delhi,84
2025-05-14,banana789,Bangalore,47
2025-05-15,mango123,Mumbai,70
2025-05-15,mango123,Delhi,65
2025-05-15,mango123,Bangalore,79
2025-05-15,apple456,Mumbai,109
2025-05-15,apple456,Delhi,130
2025-05-15,apple456,Bangalore,95
2025-05-15,banana789,Mumbai,72
2025-05-15,banana789,Delhi,74
2025-05-15,banana789,Bangalore,56
2025-05-16,mango123,Mumbai,89
2025-05-16,mango123,Delhi,50
2025-05-16,mango123,Bangalore,79
2025-05-16,apple456,Mumbai,135
2025-05-16,apple456,Delhi,167
2025-05-16,apple456,Bangalore,118
2025-05-16,banana789,Mumbai,76
2025-05-16,banana789,Delhi,96
2025-05-16,banana789,Bangalore,79
2025-05-17,mango123,Mumbai,111
2025-05-17,mango123,Delhi,55
2025-05-17,mango123,Bangalore,94
2025-05-17,apple456,Mumbai,145
2025-05-17,apple456,Delhi,177
2025-05-17,apple456,Bangalore,129
2025-05-17,banana789,Mumbai,74
2025-05-17,banana789,Delhi,101
2025-05-17,banana789,Bangalore,73
2025-05-18,mango123,Mumbai,77
2025-05-18,mango123,Delhi,43
2025-05-18,mango123,Bangalore,73
2025-05-18,apple456,Mumbai,95
2025-05-18,apple456,Delhi,138
2025-05-18,apple456,Bangalore,99
2025-05-18,banana789,Mumbai,70
2025-05-18,banana789,Delhi,78
2025-05-18,banana789,Bangalore,50
2025-05-19,mango123,Mumbai,65
2025-05-19,mango123,Delhi,36
2025-05-19,mango123,Bangalore,63
2025-05-19,apple456,Mumbai,95
2025-05-19,apple456,Delhi,120
2025-05-19,apple456,Bangalore,102
2025-05-19,banana789,Mumbai,60
2025-05-19,banana789,Delhi,90
2025-05-19,banana789,Bangalore,62
2025-05-20,mango123,Mumbai,72
2025-05-20,mango123,Delhi,44
2025-05-20,mango123,Bangalore,54
2025-05-20,apple456,Mumbai,79
2025-05-20,apple456,Delhi,95
2025-05-20,apple456,Bangalore,82
2025-05-20,banana789,Mumbai,50
2025-05-20,banana789,Delhi,83
2025-05-20,banana789,Bangalore,65
2025-05-21,mango123,Mumbai,82
2025-05-21,mango123,Delhi,48
2025-05-21,mango123,Bangalore,57
2025-05-21,apple456,Mumbai,102
2025-05-21,apple456,Delhi,121
2025-05-21,apple456,Bangalore,94
2025-05-21,banana789,Mumbai,67
2025-05-21,banana789,Delhi,72
2025-05-21,banana789,Bangalore,57
2025-05-22,mango123,Mumbai,69
2025-05-22,mango123,Delhi,51
2025-05-22,mango123,Bangalore,56
2025-05-22,apple456,Mumbai,119
2025-05-22,apple456,Delhi,124
2025-05-22,apple456,Bangalore,106
2025-05-22,banana789,Mumbai,57
2025-05-22,banana789,Delhi,68
2025-05-22,banana789,Bangalore,52
2025-05-23,mango123,Mumbai,102
2025-05-23,mango123,Delhi,78
2025-05-23,mango123,Bangalore,70
2025-05-23,apple456,Mumbai,123
2025-05-23,apple456,Delhi,167
2025-05-23,apple456,Bangalore,113
2025-05-23,banana789,Mumbai,74
2025-05-23,banana789,Delhi,88
2025-05-23,banana789,Bangalore,67
2025-05-24,mango123,Mumbai,95
2025-05-24,mango123,Delhi,64
2025-05-24,mango123,Bangalore,83
2025-05-24,apple456,Mumbai,165
2025-05-24,apple456,Delhi,186
2025-05-24,apple456,Bangalore,145
2025-05-24,banana789,Mumbai,95
2025-05-24,banana789,Delhi,115
2025-05-24,banana789,Bangalore,88
2025-05-25,mango123,Mumbai,72
2025-05-25,mango123,Delhi,63
2025-05-25,mango123,Bangalore,82
2025-05-25,apple456,Mumbai,99
2025-05-25,apple456,Delhi,124
2025-05-25,apple456,Bangalore,107
2025-05-25,banana789,Mumbai,70
2025-05-25,banana789,Delhi,95
2025-05-25,banana789,Bangalore,74
2025-05-26,mango123,Mumbai,69
2025-05-26,mango123,Delhi,68
2025-05-26,mango123,Bangalore,55
2025-05-26,apple456,Mumbai,119
2025-05-26,apple456,Delhi,116
2025-05-26,apple456,Bangalore,103
2025-05-26,banana789,Mumbai,50
2025-05-26,banana789,Delhi,84
2025-05-26,banana789,Bangalore,68
2025-05-27,mango123,Mumbai,76
2025-05-27,mango123,Delhi,46
2025-05-27,mango123,Bangalore,64
2025-05-27,apple456,Mumbai,81
2025-05-27,apple456,Delhi,123
2025-05-27,apple456,Bangalore,96
2025-05-27,banana789,Mumbai,75
2025-05-27,banana789,Delhi,61
2025-05-27,banana789,Bangalore,55
2025-05-28,mango123,Mumbai,63
2025-05-28,mango123,Delhi,43
2025-05-28,mango123,Bangalore,67
2025-05-28,apple456,Mumbai,101
2025-05-28,apple456,Delhi,120
2025-05-28,apple456,Bangalore,108
2025-05-28,banana789,Mumbai,58
2025-05-28,banana789,Delhi,78
2025-05-28,banana789,Bangalore,61
2025-05-29,mango123,Mumbai,89
2025-05-29,mango123,Delhi,48
2025-05-29,mango123,Bangalore,72
2025-05-29,apple456,Mumbai,123
2025-05-29,apple456,Delhi,126
2025-05-29,apple456,Bangalore,110
2025-05-29,banana789,Mumbai,59
2025-05-29,banana789,Delhi,92
2025-05-29,banana789,Bangalore,79
2025-05-30,mango123,Mumbai,91
2025-05-30,mango123,Delhi,64
2025-05-30,mango123,Bangalore,86
2025-05-30,apple456,Mumbai,128
2025-05-30,apple456,Delhi,149
2025-05-30,apple456,Bangalore,116
2025-05-30,banana789,Mumbai,72
2025-05-30,banana789,Delhi,92
2025-05-30,banana789,Bangalore,81
2025-05-31,mango123,Mumbai,109
2025-05-31,mango123,Delhi,67
2025-05-31,mango123,Bangalore,90
2025-05-31,apple456,Mumbai,155
2025-05-31,apple456,Delhi,173
2025-05-31,apple456,Bangalore,131
2025-05-31,banana789,Mumbai,92
2025-05-31,banana789,Delhi,126
2025-05-31,banana789,Bangalore,88
2025-06-01,mango123,Mumbai,86
2025-06-01,mango123,Delhi,65
2025-06-01,mango123,Bangalore,62
2025-06-01,apple456,Mumbai,120
2025-06-01,apple456,Delhi,140
2025-06-01,apple456,Bangalore,113
2025-06-01,banana789,Mumbai,79
2025-06-01,banana789,Delhi,99
2025-06-01,banana789,Bangalore,80
2025-06-02,mango123,Mumbai,92
2025-06-02,mango123,Delhi,42
2025-06-02,mango123,Bangalore,82
2025-06-02,apple456,Mumbai,113
2025-06-02,apple456,Delhi,120
2025-06-02,apple456,Bangalore,109
2025-06-02,banana789,Mumbai,55
2025-06-02,banana789,Delhi,77
2025-06-02,banana789,Bangalore,67
2025-06-03,mango123,Mumbai,65
2025-06-03,mango123,Delhi,43
2025-06-03,mango123,Bangalore,78
2025-06-03,apple456,Mumbai,86
2025-06-03,apple456,Delhi,127
2025-06-03,apple456,Bangalore,104
2025-06-03,banana789,Mumbai,66
2025-06-03,banana789,Delhi,90
2025-06-03,banana789,Bangalore,45
2025-06-04,mango123,Mumbai,79
2025-06-04,mango123,Delhi,54
2025-06-04,mango123,Bangalore,79
2025-06-04,apple456,Mumbai,103
2025-06-04,apple456,Delhi,142
2025-06-04,apple456,Bangalore,107
2025-06-04,banana789,Mumbai,79
2025-06-04,banana789,Delhi,73
2025-06-04,banana789,Bangalore,80
2025-06-05,mango123,Mumbai,78
2025-06-05,mango123,Delhi,48
2025-06-05,mango123,Bangalore,84
2025-06-05,apple456,Mumbai,119
2025-06-05,apple456,Delhi,132
2025-06-05,apple456,Bangalore,104
2025-06-05,banana789,Mumbai,72
2025-06-05,banana789,Delhi,91
2025-06-05,banana789,Bangalore,76
2025-06-06,mango123,Mumbai,84
2025-06-06,mango123,Delhi,65
2025-06-06,mango123,Bangalore,85
2025-06-06,apple456,Mumbai,128
2025-06-06,apple456,Delhi,176
2025-06-06,apple456,Bangalore,132
2025-06-06,banana789,Mumbai,71
2025-06-06,banana789,Delhi,107
2025-06-06,banana789,Bangalore,67
